0.3798,0.7098
4.9923,7.8653
-1.7559,11.9459
0.24394,1.4733
2.5635,6.7769
5.7403,-0.44284
-0.61442,-0.091058
4.0524,5.6802
5.4944,1.5478
1.7748,-0.76978
4.1542,7.2756
0.64376,3.764
1.2138,8.7986
-3.73,-12.9723
0.5706,-0.0248
-3.1366,0.42212
3.8027,0.81529
2.3729,10.4726
-2.1241,-6.8969
3.4312,6.2637
1.5902,2.2948
-0.76794,3.4598
2.0177,1.7982
-1.9409,-8.6848
-4.3667,6.0692
4.5645,-3.6275
5.7456,10.1808
0.7376,4.8525
4.9852,8.3516
1.6426,3.0149
-2.3221,-9.3304
-0.46651,2.3383
-0.2062,9.2207
0.6212,3.6771
-1.8387,-6.301
-0.77288,-7.4473
3.2422,6.2265
-2.0046,-0.49457
-2.0545,-10.8679
1.3183,1.9017
4.3848,-3.0729
5.3915,9.9946
-0.95403,1.9824
1.0235,6.901
2.2279,4.0951
-4.3876,-7.7267
-1.8969,-6.7893
-2.899,-0.60424
2.5698,-4.4076
4.0948,-2.9674
-0.94255,0.039307
-3.3884,-8.215
2.2034,5.9947
-1.6244,-6.3444
-1.9551,-6.9756
-2.5346,-0.77392
-3.8953,4.0392
-1.1306,1.8458
2.4673,1.3926
-2.0962,-7.1059
-0.69078,-0.50077
4.7181,10.0153
-2.0659,1.0512
-0.78289,11.3603
3.1088,3.1122
1.296,4.2855
5.1213,8.5565
-0.016103,9.7484
-3.3125,0.10139
4.2969,7.617
0.55939,-0.3104
3.5912,3.0129
3.9166,10.2491
-1.7976,-6.7686
-3.6053,-5.974
5.8782,5.9409
-3.0201,-0.67253
4.5459,8.1674
0.87256,9.2931
0.96441,5.8395
1.1166,8.6496
3.5288,0.71596
1.6349,3.286
3.866,-2.6383
2.7744,6.8576
-0.65767,-2.8018
3.9899,-2.7066
-1.9725,2.8825
-3.5798,0.45937
-2.4835,-7.4494
-2.3629,-0.10554
1.1588,8.9331
3.8999,1.734
1.6032,-4.7863
1.162,10.2926
-2.9498,-8.273
4.3483,11.1079
-2.4458,1.6285
-3.3793,-13.7731
-3.6085,3.3253
1.7875,4.78
-2.9915,-6.6258
4.0552,0.40143
2.4287,9.3821
3.7635,2.7811
2.2517,-5.1422
3.9294,1.4112
-2.8957,-12.0205
3.5358,6.7086
2.8521,9.171
