0.11739,6.2761
-0.40804,0.54214
-3.8826,4.898
-2.258,-9.3263
0.74428,-3.7723
3.4642,10.6878
2.7391,7.4018
-1.4174,-2.2535
1.7939,-1.1174
1.3349,6.1189
-1.6162,0.80908
-1.2568,-1.4733
-4.2333,4.9166
0.74841,7.2756
-4.6338,-12.7509
-1.4375,-1.8624
-1.8584,7.886
2.6463,-4.8152
4.0713,10.4023
1.5478,9.1814
-2.6989,12.1984
3.404,8.7261
1.5631,0.89599
-4.4779,7.3708
2.9163,10.8306
2.0962,2.4769
2.6562,10.7044
-1.8343,-6.5907
-2.2811,-0.85669
1.1558,6.4003
4.1454,7.257
2.6104,8.0081
3.8644,3.7061
-1.5681,-7.2446
-3.3553,0.35591
-1.2667,2.8183
1.9105,8.871
-0.75793,2.5349
-1.9983,-6.6072
0.24261,0.57318
-0.27068,3.2674
4.068,-2.9363
-5.2049,7.259
3.0864,-2.5845
1.9157,6.0816
2.805,0.57732
0.90407,3.3708
0.3798,0.7098
4.8265,0.80287
2.9543,1.076
-2.4725,-0.40145
0.74067,1.7299
-0.39816,5.9781
-1.4446,2.1438
1.0552,1.1857
-1.6514,-8.4985
4.5691,-4.4552
-1.6641,-1.3678
1.8533,6.1458
-3.1875,-7.5756
1.941,0.46351
-2.0662,0.16967
-2.9138,-9.4711
0.88444,6.5906
-4.0786,2.9239
0.56953,7.6294
0.56232,1.0015
-1.4454,-8.4385
5.3586,3.7557
2.5503,-4.9518
4.1197,-2.7956
-1.4427,3.2922
1.7331,3.9544
-0.10648,-0.76771
1.164,3.913
0.93611,8.6413
2.1059,7.6046
-2.341,12.3784
-1.6029,-0.38903
1.594,4.7055
-0.7869,9.5663
1.1472,3.5985
-0.50816,2.868
0.98296,3.4226
0.9297,-3.7971
0.33325,3.3108
0.5195,-3.2633
-1.682,-6.8121
-1.4628,-1.5706
-1.8046,-6.8141
-0.97325,-6.4168
0.3434,0.12415
-0.53072,-0.097265
5.1321,-0.031048
2.5989,3.5178
3.8197,8.9951
5.2032,3.5116
-3.5933,0.22968
-1.3971,3.3191
-0.49241,0.89392
-1.5075,1.9224
-2.0149,3.6874
-1.6176,1.0926
-3.8858,-12.8461
0.89606,10.5471
2.7213,7.05
5.2756,0.13863
2.093,8.3061
0.38478,6.5989
-3.5916,-6.2285
