-2.7756,-0.65647,1.0
5.7568,-0.11596,0.0
0.065686,-1.5759,0.0
-3.3668,-1.0224,0.0
-0.80743,-0.69139,0.0
-3.725,-5.8224,0.0
3.4202,1.0905,0.0
11.388,-1.0741,1.0
-3.3085,-2.7965,1.0
-2.6256,-1.0341,0.0
9.4652,-0.34872,1.0
-2.9512,-0.66165,1.0
6.2204,-1.4828,0.0
7.9186,-1.5487,0.0
1.333,1.6543,1.0
0.18307,0.44653,1.0
1.219,0.44524,1.0
-0.5778,-2.2302,0.0
-4.5064,-4.0431,1.0
0.46583,-1.4543,0.0
-1.2281,-1.4996,0.0
0.54723,0.51248,0.0
10.8867,-0.52846,1.0
-0.46298,-1.0974,1.0
0.48554,0.36119,0.0
0.29018,-2.1953,0.0
-0.28733,0.14654,1.0
-0.71232,-0.8388,1.0
10.969,-0.33449,1.0
0.45383,0.51248,0.0
-3.6436,-3.1004,1.0
-2.9401,-0.62156,1.0
0.37929,0.56938,0.0
-3.7258,-1.3069,0.0
-2.6196,-0.48708,0.0
6.492,0.36119,1.0
4.5735,0.47627,1.0
-2.3138,0.82412,1.0
1.9379,-0.040962,0.0
4.6472,1.0879,0.0
2.4357,0.49826,1.0
-4.4044,-4.1414,1.0
8.4207,-0.44829,0.0
-2.5228,-0.89958,0.0
-2.1492,-4.1814,0.0
5.6566,-0.41337,0.0
1.6277,0.77627,0.0
1.997,0.52283,1.0
-1.4029,-3.9151,0.0
15.4417,-1.4983,1.0
1.584,0.71162,1.0
8.0831,-0.34355,0.0
13.1779,-2.5677,1.0
-0.35502,-0.59958,1.0
0.44784,-2.2224,0.0
2.1161,0.61334,0.0
-2.5862,-1.2759,1.0
0.022844,-3.2724,0.0
3.6884,-0.29829,0.0
2.8684,0.27714,0.0
1.8513,0.40257,0.0
-0.31218,-6.7754,1.0
5.9068,0.57196,0.0
7.7215,0.453,0.0
-0.32846,-0.13794,1.0
-0.33617,-0.36036,1.0
2.6439,-4.837,0.0
-3.7867,-7.5034,0.0
-2.3437,0.39998,1.0
-4.1722,-4.7582,0.0
0.014275,-6.7844,1.0
17.0834,-3.0345,1.0
12.1291,-1.6017,1.0
-0.81857,-1.8784,0.0
-1.3927,-1.9948,1.0
11.9552,-2.1603,1.0
6.9255,-0.66811,1.0
-4.0112,-3.5944,0.0
-3.1886,-0.92285,0.0
-4.6067,-4.3263,0.0
-2.426,-1.8862,1.0
3.4553,-0.25174,0.0
4.5718,-0.9888,0.0
-2.4491,-1.2216,0.0
0.70403,-7.5836,0.0
8.3573,-1.5216,0.0
-2.0824,-1.1698,0.0
-3.3917,-1.5474,0.0
-0.52553,-0.21036,1.0
8.7086,-0.21682,1.0
2.3055,-0.021566,1.0
0.68261,-0.71984,1.0
0.85998,-5.3336,0.0
0.66719,-0.94742,1.0
2.5976,0.55257,0.0
-1.2538,1.0129,0.0
-0.083404,-6.4172,1.0
-2.1964,-0.78061,1.0
8.03,-0.028031,0.0
0.6809,-1.0871,1.0
8.5193,-2.1203,0.0
17.5795,-2.6181,1.0
-0.029423,0.44912,0.0
-0.84085,-2.0323,1.0
-0.58808,0.41809,0.0
-4.5081,-4.012,1.0
4.0483,0.903,1.0
-2.3652,-1.2746,1.0
-4.084,-3.6991,0.0
-1.6283,-0.56854,1.0
