3.8024,-0.15087,0.0
-2.3874,-0.96164,0.0
4.5718,-0.9888,0.0
6.5991,0.57455,0.0
-1.0002,-2.7151,1.0
0.83598,0.64955,0.0
-3.3565,-3.3526,0.0
-1.2256,-2.6621,1.0
9.0694,-0.98233,1.0
-0.20165,0.55774,1.0
4.2908,0.54739,0.0
1.3912,-1.1621,0.0
-3.9032,-3.3487,0.0
1.7151,0.45171,1.0
-2.7473,-1.9353,0.0
-2.3515,-0.71984,0.0
-2.953,-5.8638,0.0
-2.9607,-2.6892,1.0
6.9144,0.70127,0.0
2.5865,-0.54785,0.0
2.3792,0.48274,0.0
4.3919,0.3211,1.0
8.8294,0.94955,0.0
2.9618,-0.44958,1.0
2.3757,0.78532,0.0
1.8128,-0.61251,0.0
-3.2417,-1.2991,0.0
0.52581,-7.0107,1.0
8.0514,0.49567,0.0
5.1827,1.2922,0.0
-0.1708,0.4905,0.0
-1.4912,-4.0082,0.0
-3.4302,-2.8457,1.0
-0.1888,-1.1672,1.0
4.8254,-0.41984,1.0
4.5718,-0.9888,0.0
6.0344,-0.20777,1.0
0.67661,-6.6797,1.0
-0.15538,-0.11984,1.0
2.53,2.4495,0.0
-1.1605,-1.2371,0.0
1.1959,-0.64613,0.0
-1.7859,-2.2069,1.0
2.9241,0.66119,1.0
-4.9417,-3.9202,0.0
-1.4166,-2.8948,1.0
0.6312,-0.39786,0.0
6.0122,0.046968,1.0
0.015989,-1.7414,0.0
10.1772,0.65084,1.0
-3.6778,-3.2944,1.0
-3.1046,-0.11855,1.0
8.6521,1.8198,1.0
7.1398,1.3323,1.0
0.19678,0.57196,0.0
11.244,-0.3901,1.0
-1.1664,-1.6185,1.0
0.05369,-0.23105,1.0
8.8054,1.5289,1.0
0.77258,-0.99785,1.0
-3.4816,-2.7836,1.0
-5.2861,-5.8741,1.0
-2.0541,-3.1508,0.0
1.9619,0.18662,0.0
-3.8869,-3.7366,0.0
0.094818,-0.026738,0.0
7.5339,1.022,0.0
0.70403,0.35214,0.0
-2.4294,-0.19613,0.0
-2.3386,-0.75604,0.0
-2.9812,-1.0431,1.0
7.6659,0.72326,0.0
-1.8356,-2.834,1.0
4.5641,0.68705,1.0
-0.83228,-3.0358,1.0
5.2761,-0.32544,1.0
0.18564,-1.091,1.0
0.90967,0.25128,0.0
1.6765,-0.16769,0.0
-0.45613,0.41938,1.0
0.73573,-7.6612,0.0
-4.1388,-5.0646,0.0
1.2798,1.0414,1.0
0.91995,-0.6694,0.0
0.23705,-2.0116,0.0
1.6054,0.89394,1.0
0.59693,0.79825,0.0
-1.6506,0.83834,1.0
2.8204,-3.7418,0.0
-0.37644,-7.0495,0.0
5.0585,-0.55044,1.0
-3.9323,-4.1827,0.0
10.4849,-0.42113,1.0
0.50439,1.106,0.0
0.22849,-0.147,0.0
1.5215,0.903,0.0
-0.51182,0.0055892,1.0
1.8908,0.73231,0.0
9.0239,-1.9547,1.0
3.5427,0.15429,0.0
-3.5348,-1.2151,0.0
-4.7275,-4.3948,1.0
8.0514,-0.41855,0.0
0.62863,-1.1595,1.0
8.1628,0.60817,0.0
17.5932,-2.7771,1.0
2.6225,-0.064238,1.0
-0.62578,-2.8573,1.0
2.7056,0.85774,1.0
3.4391,-0.12501,0.0
