-1.803,11.8818
-0.93587,-5.1008
0.0096613,3.5612
-1.3414,-2.0776
-1.5572,-9.8808
0.9297,-3.7971
3.6277,0.9829
-2.8833,1.7713
4.2586,11.2962
3.6702,2.9942
-0.96511,9.4111
-2.1333,1.5685
-0.071503,3.7412
4.8451,8.1116
-2.6406,-4.4159
-1.9389,1.5706
2.3136,10.6651
3.0672,-4.4117
3.4642,10.6878
3.9771,11.1513
5.7403,-0.44284
-1.5768,10.843
-0.539,-5.167
1.1644,3.8095
3.106,9.5414
-1.7781,0.8546
3.5127,2.9073
-2.9138,-9.4711
-3.551,1.8955
3.9292,-2.9156
-1.8584,7.886
1.1676,9.1566
0.88444,6.5906
-1.0833,-0.31247
-5.3012,7.3915
-1.6029,-0.38903
0.74307,11.17
-1.9423,0.3766
-2.7908,-5.7133
-1.8782,-6.5865
0.12126,0.22347
0.20977,-0.46146
0.96708,3.8426
1.9647,6.9383
4.1454,7.257
1.7452,4.8028
0.22432,-0.52147
3.0864,-2.5845
4.9264,5.496
-0.64472,-4.6062
-3.7573,-8.2916
-0.87874,-2.2121
2.6799,3.1349
-5.2406,6.6258
-0.47465,-4.3496
0.030219,-1.0512
1.0135,8.4551
-2.7723,3.2777
3.4647,-3.9172
-1.4375,-1.8624
0.64295,7.1018
-3.5359,0.30417
-1.7886,-6.3486
0.5706,-0.0248
-4.0786,2.9239
1.8592,3.2074
-0.89809,-4.4862
0.31803,-0.99326
3.7798,-3.3109
3.4246,-0.14693
0.87603,6.8141
-2.2482,3.0915
0.7049,0.17174
2.7659,0.66216
2.0177,1.7982
-0.27802,8.1881
2.5605,9.2683
4.8272,3.0687
-2.9498,-8.273
2.483,6.6155
2.8561,6.9176
-2.6989,12.1984
-2.2677,3.2964
0.74067,1.7299
2.7365,-5.0325
-0.26654,-0.64562
3.4916,8.5709
-0.0012852,0.13863
-2.9821,4.1986
-2.5919,-1.0553
-1.9966,-9.5001
-0.89409,3.1991
-1.5228,-6.4789
0.94225,5.8561
3.757,-5.4236
-0.2361,9.3221
-2.7914,1.7734
-4.9447,3.3005
2.2504,3.5757
-2.2214,-0.23798
-1.4572,9.1214
-1.9725,2.8825
-0.10234,1.8189
-2.258,-9.3263
1.3419,-4.4221
3.3004,7.0811
2.6946,6.7976
2.565,8.633
2.2546,8.0992
-1.8629,-0.84841
