2.0458,-5.2728,0.0
4.5367,1.3866,1.0
-4.407,-4.4103,1.0
2.8093,0.60688,1.0
8.1088,-1.0806,1.0
4.6429,-0.2957,0.0
0.68861,0.63403,0.0
0.68946,-0.4638,1.0
-4.0943,-4.3457,0.0
0.85141,0.30688,0.0
1.7305,-4.8629,0.0
-0.084261,-1.7453,1.0
-4.5415,-4.2526,1.0
-2.9512,-1.4724,0.0
5.983,-0.13924,1.0
0.045979,-1.122,1.0
-3.5288,-4.7672,0.0
3.8238,-0.81682,0.0
-3.4071,-4.109,0.0
-3.9272,-4.3444,0.0
0.38015,1.3763,0.0
2.5462,-2.9362,0.0
3.4399,0.052141,1.0
-4.9408,-4.0909,1.0
-4.2536,-4.003,0.0
7.1303,0.027572,0.0
1.0579,0.40774,0.0
9.7668,-0.60216,1.0
0.1865,-2.4409,1.0
2.2129,0.30817,0.0
-1.6643,-1.8384,0.0
-2.0867,-0.80647,0.0
0.55837,-0.44182,0.0
1.2815,0.41291,1.0
0.029699,-7.3987,1.0
1.62,1.9103,1.0
-1.3824,-4.0728,0.0
-1.2898,-0.82458,1.0
5.953,0.45946,1.0
4.8486,-0.021566,1.0
-0.47327,0.97024,1.0
7.7267,0.90946,0.0
-4.9314,-4.1323,1.0
0.57722,0.66377,0.0
-1.9153,-0.86078,0.0
2.0878,0.62627,0.0
-0.40386,1.2017,1.0
2.2309,0.30947,0.0
-2.4774,-0.50648,0.0
8.347,-2.7099,0.0
10.3032,0.38059,1.0
-0.051701,0.099985,1.0
0.34073,0.58489,0.0
-0.19908,-6.8607,1.0
1.9901,0.7517,1.0
1.4024,0.77369,1.0
-1.672,-2.0815,0.0
-0.9351,-3.1457,1.0
3.9746,0.36119,0.0
4.026,0.55127,1.0
0.3493,-0.41337,0.0
0.6569,-0.2957,1.0
5.6154,0.42584,1.0
1.2421,-0.5621,0.0
0.87026,-0.65389,1.0
-0.15966,-0.26208,0.0
2.2009,0.50731,1.0
1.0947,0.88619,1.0
2.6491,0.066365,0.0
0.80342,0.29136,0.0
0.84198,-0.17156,0.0
-2.3969,-2.6711,1.0
-1.7859,0.36119,1.0
4.1494,-0.28406,0.0
-2.9581,0.2099,1.0
-3.1338,-2.5276,0.0
-3.5913,-1.356,0.0
0.68604,0.80731,0.0
10.2646,1.1629,1.0
-0.79287,-0.90863,0.0
-0.79372,0.48403,0.0
0.67661,-8.5482,0.0
-2.2563,-2.4642,1.0
-3.1963,-0.1457,1.0
6.6608,-0.57889,0.0
-0.42014,0.89136,1.0
-3.0326,-0.59182,0.0
-0.19651,0.0081754,1.0
-0.5898,-3.9642,1.0
3.8949,0.77757,1.0
9.682,-0.12889,1.0
-1.8219,-2.9452,1.0
5.7568,0.87325,1.0
1.8762,-0.32544,0.0
3.8255,-1.2526,0.0
2.1307,-4.3793,0.0
6.7756,-0.39915,0.0
1.063,-1.444,1.0
0.35273,0.2836,0.0
0.56008,0.05602,1.0
1.7425,-5.1241,0.0
-2.3086,-2.3724,1.0
-2.2169,-0.56725,1.0
9.3727,-0.85949,1.0
8.09,-1.7349,0.0
-1.3258,0.22283,0.0
-0.40301,0.44912,0.0
-2.9941,-1.3082,0.0
-0.24877,-3.2698,0.0
2.5377,0.097399,1.0
