-2.1235,0.19309,0.0
-1.2744,-1.5759,0.0
0.70574,0.33662,0.0
-1.2864,-1.4647,1.0
2.1401,2.0862,0.0
2.5325,0.71808,1.0
-0.92311,-5.0801,1.0
3.2403,0.18404,0.0
6.7019,1.1681,1.0
4.8151,-0.033204,1.0
6.839,-0.59053,1.0
4.0243,-1.0483,0.0
-3.2511,-1.5694,0.0
-4.0857,-4.2539,0.0
-3.1749,-2.9957,0.0
7.1903,-0.67587,0.0
0.78886,-0.7819,1.0
2.1041,1.0245,0.0
-3.2846,-1.1608,0.0
1.0673,-0.42113,0.0
9.0162,-0.12243,1.0
4.5512,1.234,0.0
-0.53324,-0.82716,1.0
0.20706,-0.066824,0.0
-1.4252,-1.1246,1.0
-1.9213,-3.3332,0.0
-1.8245,0.14007,0.0
16.9583,-2.3052,1.0
-0.51954,-3.5737,1.0
3.1392,-0.91639,0.0
2.5394,-5.5793,0.0
2.8753,0.087054,0.0
3.1674,1.0866,0.0
-4.2185,-4.4245,0.0
0.4247,-3.2207,1.0
-1.1982,-4.1284,0.0
-5.1508,-6.3913,1.0
-2.4166,-1.5875,0.0
2.7587,0.31981,0.0
10.5251,-0.16381,1.0
2.9044,0.11033,0.0
1.4461,-3.9306,0.0
-3.1226,-1.3121,1.0
3.1529,-0.08622,0.0
2.1992,0.48403,0.0
-1.4244,0.60429,0.0
-2.1501,-0.77027,1.0
0.72202,0.96118,0.0
-0.46813,-1.6767,1.0
0.1805,-2.3931,1.0
-1.4304,0.86291,0.0
-0.28219,-2.6608,0.0
2.1341,0.3211,0.0
-3.0789,-2.7746,0.0
0.7623,0.81119,0.0
-0.35845,-3.9047,1.0
-1.361,-1.4659,0.0
2.057,-0.18967,0.0
0.50781,-3.8155,0.0
2.518,0.51636,1.0
4.3465,0.78662,0.0
-2.1835,-1.9276,1.0
-0.27448,-6.0422,1.0
0.95766,0.83058,0.0
1.2421,-0.5621,0.0
2.0133,2.0564,0.0
2.8127,0.48662,1.0
0.32274,-0.86078,1.0
6.6479,-0.060358,1.0
10.939,-0.4082,1.0
-2.5605,-1.4905,0.0
0.12224,-1.4466,0.0
0.80685,0.71679,0.0
-0.44499,-1.4905,1.0
1.4041,-0.45863,1.0
-4.2759,-4.978,0.0
5.2333,-0.40173,0.0
-4.569,-4.1414,1.0
1.3621,1.6181,0.0
3.0312,0.71679,0.0
10.3846,-1.0612,1.0
1.0836,-6.6176,1.0
-0.23849,-2.9634,0.0
-0.47755,-1.8461,0.0
1.3098,0.5655,0.0
0.83341,-0.30993,1.0
-3.3668,-0.65259,1.0
8.9717,-2.3427,1.0
-4.1594,-1.9379,1.0
8.4773,0.31981,1.0
-1.5435,-4.1633,0.0
-1.2144,-2.3789,1.0
0.54723,-4.9379,1.0
-0.51439,-1.4944,0.0
0.55923,0.33791,0.0
-0.25392,-6.9642,1.0
0.27818,-5.0323,1.0
-0.72689,-1.1724,1.0
2.9438,-3.5258,0.0
10.4266,-0.86725,1.0
5.947,0.21507,0.0
-1.9693,0.026279,0.0
-1.6968,-0.46768,1.0
0.67833,-7.5887,1.0
-4.7635,-2.6129,1.0
-4.4327,-4.2655,1.0
6.6188,-0.33708,1.0
-0.23592,-1.7608,0.0
-0.28819,-1.6638,0.0
8.3873,-0.54139,0.0
